Substance,Genotoxicity
"1,1-Dimethoxyoctane",Negative
"1,1-Dimethoxypentane",Not determined
"1,1-Dimethoxypentane",Negative
"1,1-Dimethoxypentane",Negative
"1,1-Dimethoxypropane",Not determined
"1,1-Dimethoxypropane",Negative
"1,1-Dimethoxypropane",Negative
"1,1-Dimethyl-2-phenethyl acetate",Negative
"1,1-Dimethyl-2-phenethyl butyrate",Negative
"1,1-Dimethyl-3-phenylpropyl acetate",Not determined
"1,1-Dimethyl-3-phenylpropyl isobutyrate",Not determined
"1,1-Dimethylethyl propionate",Negative
"1,1-Dimethylethyl propionate",Negative
"1,1-Dimethylethyl propionate",Negative
"1,1-Dimethylethyl propionate",Negative
"1,1-Dipentyloxyethane",Not determined
"1,1-Dipentyloxyethane",Negative
"1,1-Dipentyloxyethane",Negative
"1,1-Diphenethoxyethane",Not determined
"1,1-Diphenethoxyethane",Negative
"1,1'-Ethylidene-bis-L-tryptophan",No data
"1,1-Propanedithiol",Not determined
"1,1-Propanedithiol",Not determined
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",Negative
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",Not determined
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",Negative
"1,2,3,4,4a,5,6,7-Octahydro-2,5,5-trimethylnaphthalen-2-ol",Negative
"1,2,3,4,6,7,8,9-OCDD",No data
"1,2,3,4,6,7,8,9-OCDF",No data
"1,2,3,4,6,7,8-HpCDD",No data
"1,2,3,4,6,7,8-HpCDF",No data
"1,2,3,4,7,8,9-HpCDF",No data
"1,2,3,4,7,8-HxCDD",No data
"1,2,3,4,7,8-HxCDF",No data
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",Not determined
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",Not determined
"1,2,3,4-Tetrahydro-1,1,6-trimethylnaphthalene",Not determined
"1,2,3,4-Tetrahydro-6-methylquinoline",Not determined
"1,2,3,4-Tetrahydronaphthalene-2,6-dicarboxylic acid, dimethyl ester",Negative
"1,2,3,6,7,8-HxCDD",No data
"1,2,3,6,7,8-HxCDF",No data
"1,2,3,7,8,9-HxCDD",No data
"1,2,3,7,8,9-HxCDF",No data
"1,2,3,7,8-PeCDD",No data
"1,2,3,7,8-PeCDF",No data
"1,2,3-Trimethoxybenzene",Negative
"1,2,3-Trimethoxybenzene",Not determined
"1,2,3-Trimethoxybenzene",Not determined
"1,2,3-Trimethoxybenzene",Not determined
"1,2,3-Trimethoxybenzene",Not determined
"1,2,3-Tris([1'-ethoxy]-ethoxy)propane",Not determined
"1,2,3-Tris([1'-ethoxy]-ethoxy)propane",Negative
"1,2,4,5-Tetrathiane",Not determined
"1,2,4,5-Tetrathiane",Not determined
"1,2,4,5-Tetrathiane",Not determined
"1,2,4,5-Tetrathiane",Not determined
"1,2,4,5-Tetrathiane",Not determined
"1,2,4,5-Tetrathiane",Not determined
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Triazole",No data
"1,2,4-Trithiolane",Not determined
"1,2,4-Trithiolane",Not determined
"1,2,4-Trithiolane",Not determined
"1,2,4-Trithiolane",Not determined
"1,2,4-Trithiolane",Not determined
"1,2,4-Trithiolane",Not determined
"1,2,5,6-Tetrahydrocuminic acid",Not determined
"1,2,5,6-Tetrahydrocuminic acid",Not determined
"1,2,5,6-Tetrahydrocuminic acid",Not determined
"1,2,5,6-Tetrahydrocuminic acid",No data
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",No data
"1,2-Benzisothiazol-3(2H)-one 1,1-dioxide sodium salt",No data
"1,2-Benzisothiazolin-3-one",Negative
"1,2-Benzisothiazolin-3-one",Negative
"1,2-Bis(triethoxysilyl)ethane",Negative
"1,2-Cyclohexanedicarboxylic acid, diisononyl ester",Negative
"1,2-Di((1'-ethoxy)-ethoxy)propane",Not determined
"1,2-dichloroethane",No data
"1,2-dichloroethane",No data
"1,2-Dihydro-1,1,6-trimethylnaphthalene",Not determined
"1,2-Dihydro-1,1,6-trimethylnaphthalene",Not determined
"1,2-Dihydro-1,1,6-trimethylnaphthalene",Not determined
"1,2-Dihydrolinalool",Negative
"1,2-Dihydrolinalool",Negative
"1,2-Dihydrolinalool",Negative
"1,2-Dihydrolinalool",Negative
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",Negative
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",Negative
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",Positive
"1,2-Dimethoxy-4-(prop-1-enyl)-benzene",No data
"1,2-Dimethoxy-4-vinylbenzene",Negative
"1,2-Dimethoxy-4-vinylbenzene",Not determined
"1,2-Dimethoxybenzene",Negative
"1,2-Dimethoxybenzene",Negative
"1,3- bis(isocyanatomethyl)benzene",Negative
"1,3 Propylene glycol",Negative
"1,3,5-Trioxane",Negative
"1,3,5-Tris(2,2-dimethylpropanamido)benzene",Negative
"1,3,5-Tris(2,2-dimethylpropanamido)benzene",Negative
"1,3,5-Tris(4-benzoylphenyl) benzene",Negative
"1,3-Benzenedimethanamine",Negative
"1,3-Dichloropropene",Ambiguous
"1,3-Dichloropropene",Ambiguous
"1,3-Dichloropropene",Positive
"1,3-Dicyclohexylurea",Negative
"1,3-Dimethoxy-benzene",Negative
"1,3-Dimethoxy-benzene",Negative
"1,3-Dimethoxy-benzene",Negative
"1,3-Dimethyl-4-methoxybenzene",Negative
"1,3-Dimethyl-4-methoxybenzene",Not determined
"1,3-Dioxolane",Negative
"1,3-Diphenylpropan-2-one",Not determined
"1,4(8),12-Bisabolatriene",Not determined
"1,4(8),12-Bisabolatriene",Not determined
"1,4(8),12-Bisabolatriene",Not determined
"1,4(8),12-Bisabolatriene",Not determined
"1,4:3,6-Dianhydrosorbitol",Negative
"1,4:3,6-Dianhydrosorbitol",Negative
"1,4-Bis(hydroxymethyl)cyclohexane",Negative
"1,4-Butanediol",Negative
"1,4-Butanediol",Negative
"1,4-Cineole",Negative
"1,4-Cineole",Not determined
"1,4-Cyclohexanedicarboxylic acid",Negative
"1,4-Diaminobutane",Negative
"1,4-Dimethoxy-benzene",Negative
"1,4-Dimethoxy-benzene",Negative
"1,4-Dimethoxy-benzene",Negative
"1,4-Dimethylnaphthalene",Negative
"1,4-Dimethylnaphthalene",No data
"1,4-naphthoquinone",Negative
"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",Negative
"1,5,5,9-Tetramethyl-13-oxatricyclo [8.3.0.0.(4.9)]tridecane",Not determined
"1,6-Hexalactam",Not determined
"1,6-Hexalactam",Not determined
"1,6-Hexalactam",Not determined
"1,7-octadiene",Negative
"1,8-Cineole",Negative
"1,8-Cineole",Negative
"1,8-Cineole",Not determined
11-Deoxytetrodotoxin,No data
11-Hydroxy-saxitoxin,No data
11-nortetrodotoxin-6(R)-ol,No data
11-nortetrodotoxin-6(S)-ol,No data
11-oxotetrodotoxin,Negative
"12-(Acetoxy)stearic acid, 2,3-bis(acetoxy)propyl ester",Negative
12-alpha-Santalen-14-ol,Negative
12-alpha-Santalen-14-ol,Negative
12-alpha-Santalen-14-ol,Negative
12-beta-Santalen-14-ol,Negative
12-beta-Santalen-14-ol,Negative
12-beta-Santalen-14-ol,Negative
"12-Hydroxystearic acid, lithium salt",No data
12-Methyltetradecanal,Not determined
12-Methyltetradecanal,Not determined
12-Methyltridecanal,Not determined
12-Methyltridecanal,Negative
12-Methyltridecanal,Not determined
12-Methyltridecanal,Negative
12-Methyltridecanal,Negative
15-Acetyldeoxynivalenol,No data
16-Octadecenal,Negative
16-Octadecenal,Negative
16-Octadecenal,Negative
16-Octadecenal,Negative
19-HO-HT-2 toxin,No data
19-HO-T-2 toxin,No data
"1a,2,2a,5a,6,6a-Hexahydrooxireno[2,3-f]isoindole-3,5-dione",Not determined
1-Acetylindole,Not determined
1-Acetylindole,Not determined
1-Acetylindole,Not determined
1a-Homoyessotoxin,No data
"1-amido-2-carboxy-4,5-cyclohexene",Negative
1-Benzyloxy-1-(2-methoxyethoxy)ethane,Negative
1-Benzyloxy-1-(2-methoxyethoxy)ethane,Negative
1-Benzyloxy-1-(2-methoxyethoxy)ethane,Negative
1-Butoxy-1-(2-methylbutoxy)ethane,Not determined
1-Butoxy-1-(2-methylbutoxy)ethane,Negative
1-Butoxy-1-(2-methylbutoxy)ethane,Negative
1-Butoxy-1-(2-phenylethoxy)ethane,Not determined
1-Butoxy-1-(2-phenylethoxy)ethane,Not determined
1-Butoxy-1-ethoxyethane,Not determined
1-Butoxy-1-ethoxyethane,Negative
1-Butoxy-1-ethoxyethane,Negative
1-Butoxy-1-isopentyloxyethane,Negative
1-Butoxy-1-isopentyloxyethane,Negative
1-Chloro-2-methylpropene,Positive
1-Decanol,Negative
1-Decanol formulation,No data
1-Ethoxy-1-(2-methylbutoxy)ethane,Not determined
1-Ethoxy-1-(2-methylbutoxy)ethane,Negative
1-Ethoxy-1-(2-methylbutoxy)ethane,Negative
1-Ethoxy-1-(2-phenylethoxy)ethane,Not determined
1-Ethoxy-1-(2-phenylethoxy)ethane,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,Not determined
1-Ethoxy-1-(3-hexenyloxy)ethane,Negative
1-Ethoxy-1-(3-hexenyloxy)ethane,Not determined
1-Ethoxy-1-(3-hexenyloxy)ethane,Negative
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,Not determined
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,Negative
1-Ethoxy-1-(3-methylbutoxy)-3-methylbutane,Negative
1-Ethoxy-1-hexyloxyethane,Not determined
1-Ethoxy-1-hexyloxyethane,Negative
1-Ethoxy-1-hexyloxyethane,Negative
1-Ethoxy-1-isopentyloxyethane,Not determined
1-Ethoxy-1-isopentyloxyethane,Negative
1-Ethoxy-1-isopentyloxyethane,Negative
1-Ethoxy-1-methoxyethane,Not determined
1-Ethoxy-1-methoxyethane,Negative
1-Ethoxy-1-methoxyethane,Negative
1-Ethoxy-1-methoxypropane,Not determined
1-Ethoxy-1-methoxypropane,Negative
1-Ethoxy-1-methoxypropane,Negative
1-Ethoxy-1-pentyloxybutane,Not determined
1-Ethoxy-1-pentyloxybutane,Negative
1-Ethoxy-1-pentyloxybutane,Negative
1-Ethoxy-1-pentyloxyethane,Not determined
1-Ethoxy-1-pentyloxyethane,Negative
1-Ethoxy-1-pentyloxyethane,Negative
1-Ethoxy-1-propoxyethane,Not determined
1-Ethoxy-1-propoxyethane,Negative
1-Ethoxy-1-propoxyethane,Negative
1-Ethoxy-2-methoxy-4-(prop-1-enyl)benzene,Negative
1-Ethoxy-2-methoxybenzene,Negative
1-Ethoxy-2-methoxybenzene,Not determined
1-Ethoxy-2-methoxybenzene,Not determined
1-Ethoxy-2-methoxybenzene,Not determined
1-Ethoxy-2-methoxybenzene,Not determined
1-Ethoxy-2-methyl-1-isopentyloxypropane,Negative
1-Ethoxy-2-methyl-1-isopentyloxypropane,Negative
1-Ethoxy-2-methyl-1-propoxypropane,Not determined
1-Ethoxy-2-methyl-1-propoxypropane,Negative
1-Ethoxy-2-methyl-1-propoxypropane,Negative
1-Ethoxy-4-methoxybenzene,Negative
1-Ethoxy-4-methoxybenzene,Not determined
1-Ethoxy-4-methoxybenzene,Not determined
1-Ethoxy-4-methoxybenzene,Not determined
1-Ethoxy-4-methoxybenzene,Not determined
1-Ethoxyethyl acetate,Negative
1-Ethoxyethyl acetate,Negative
1-Ethyl-2-pyrrolecarboxaldehyde,Not determined
1-Ethyl-4-methoxybenzene,Negative
1-Ethyl-4-methoxybenzene,Not determined
1-Ethyl-4-methoxybenzene,Not determined
1-Ethyl-4-methoxybenzene,Not determined
1-Ethyl-4-methoxybenzene,Not determined
1-Furfurylpyrrole,Negative
1-Furfurylpyrrole,Not determined
1-Furfurylpyrrole,Negative
1-Furfurylpyrrole,Not determined
1H-benzimidazol-2-amine,Positive
1-Hepten-3-ol,Ambiguous
1-Hepten-3-ol,Negative
1-Hepten-3-ol,Negative
1-Hexyloxy-1-isopentyloxyethane,Not determined
1-Hexyloxy-1-isopentyloxyethane,Negative
1-Hexyloxy-1-isopentyloxyethane,Negative
1-Hydroxybutan-2-one,Not determined
1-Hydroxypropan-2-one,Ambiguous
1-Hydroxypropan-2-one,Ambiguous
1-Hydroxypropan-2-one,Negative
1-Hydroxypropan-2-one,Negative
1-Isoamyloxy-1-ethoxypropane,Not determined
1-Isoamyloxy-1-ethoxypropane,Negative
1-Isoamyloxy-1-ethoxypropane,Negative
1-Isobutoxy-1-ethoxy-2-methylpropane,Negative
1-Isobutoxy-1-ethoxy-2-methylpropane,Negative
1-Isobutoxy-1-ethoxy-3-methylbutane,Negative
1-Isobutoxy-1-ethoxy-3-methylbutane,Negative
1-Isobutoxy-1-ethoxyethane,Not determined
1-Isobutoxy-1-ethoxyethane,Negative
1-Isobutoxy-1-ethoxyethane,Negative
1-Isobutoxy-1-ethoxypropane,Not determined
1-Isobutoxy-1-ethoxypropane,Negative
1-Isobutoxy-1-ethoxypropane,Negative
1-Isobutoxy-1-isopentyloxy-2-methylpropane,Negative
1-Isobutoxy-1-isopentyloxy-2-methylpropane,Negative
1-Isobutoxy-1-isopentyloxy-3-methylbutane,Negative
1-Isobutoxy-1-isopentyloxy-3-methylbutane,Negative
1-Isobutoxy-1-isopentyloxyethane,Not determined
1-Isobutoxy-1-isopentyloxyethane,Negative
1-Isobutoxy-1-isopentyloxyethane,Negative
"1-Isocyanato-3-isocyanatomethyl-3,5,5-trimethylcyclohexane homopolymer, methyl ethyl ketone oxime-blocked",Negative
1-Isopentyloxy-1-pentyloxyethane,Negative
1-Isopentyloxy-1-pentyloxyethane,Negative
1-Isopentyloxy-1-propoxyethane,Negative
1-Isopentyloxy-1-propoxyethane,Negative
1-Isopentyloxy-1-propoxypropane,Not determined
1-Isopentyloxy-1-propoxypropane,Negative
1-Isopentyloxy-1-propoxypropane,Negative
1-Isopropenyl-4-methylbenzene,Not determined
1-Isopropenyl-4-methylbenzene,Negative
1-Isopropenyl-4-methylbenzene,Negative
1-Isopropenyl-4-methylbenzene,Not determined
1-Isopropyl-2-methoxy-4-methylbenzene,Negative
1-Isopropyl-2-methoxy-4-methylbenzene,Not determined
1-Isopropyl-2-methoxy-4-methylbenzene,Negative
1-Isopropyl-4-methylbenzene,Not determined
1-Isopropyl-4-methylbenzene,Negative
1-Isopropyl-4-methylbenzene,Negative
1-Isopropyl-4-methylbenzene,Not determined
1-Mercapto-p-menthan-3-one,Ambiguous
1-Mercapto-p-menthan-3-one,Ambiguous
1-Mercapto-p-menthan-3-one,Ambiguous
1-Mercapto-p-menthan-3-one,Negative
1-Methoxy-1-decene,Not determined
1-Methoxy-1-decene,Not determined
1-Methoxy-1-decene,Not determined
1-Methoxy-1-decene,Not determined
1-Methoxy-2-methylbenzene,Negative
1-Methoxy-2-methylbenzene,Not determined
1-Methoxy-4-methylbenzene,Negative
1-Methoxy-4-methylbenzene,Negative
1-Methoxy-4-methylbenzene,Negative
1-Methoxy-4-propylbenzene,Negative
1-Methoxy-4-propylbenzene,Negative
1-Methoxynaphthalene,Negative
1-Methoxynaphthalene,Not determined
1-Methoxynaphthalene,Not determined
1-Methoxynaphthalene,Not determined
1-Methoxynaphthalene,Not determined
"1-Methyl-1,3-cyclohexadiene",Not determined
"1-Methyl-1,3-cyclohexadiene",Not determined
"1-Methyl-1,3-cyclohexadiene",Not determined
1-Methyl-1-phenethyl isobutyrate,Negative
1-Methyl-2-phenethyl butyrate,Not determined
1-Methyl-3-phenylpropyl acetate,Not determined
1-Methyl-3-phenylpropyl acetate,Negative
1-Methyl-3-trifluoromethyl-1H-pyrazole-4-carboxamide,Ambiguous
1-Methyl-3-trifluoromethyl-1H-pyrazole-4-carboxylic acid,Negative
1-Methyl-4-2(2-methyl-2H-tetrazol-5-yl)-1H-pyrazole-5-sulfonamide,Negative
1-Methylbutyl acetate,Negative
1-Methylbutyl acetate,Not determined
1-Methylbutyl acetate,Not determined
1-Methylbutyl acetate,Negative
1-Methylbutyl butyrate,Negative
1-Methylbutyl butyrate,Negative
1-Methylbutyl butyrate,Not determined
1-Methylbutyl butyrate,Not determined
1-Methylbutyl butyrate,Negative
1-Methylcyclopropene,Negative
1-Methylcyclopropene,Negative
1-Methylcyclopropene formulation (BAS 5-80),No data
1-Methylnaphthalene,Negative
1-Methylnaphthalene,Negative
1-Methylnicotinamide chloride,Negative
1-Methylpyrrole,Negative
1-Methylpyrrole,Negative
1-Methylpyrrole-2-carboxaldehyde,Not determined
1-Methylpyrrolidine,Negative
1-Naphthylacetic acid,Negative
1-Naphthylacetic acid,Negative
1-Naphthylacetic acid formulation (Obsthormon 24A),No data
1-Nonene-3-one,Ambiguous
1-Nonene-3-one,Negative
1-Nonene-3-one,Negative
1-Octene,Not determined
1-Octene,Not determined
1-Octene,Not determined
1-Phenethyl acetate,Not determined
1-Phenethyl acetate,Not determined
1-Phenethyl butyrate,Not determined
1-Phenethyl formate,Not determined
1-Phenethyl isobutyrate,Not determined
1-Phenethyl propionate,Not determined
1-Phenyl-(3 or 5)-propylpyrazole,Negative
1-Phenylbutan-1-one,Not determined
1-Phenylbutan-1-one,Not determined
1-Phenylbutan-1-one,Not determined
1-Phenylethan-1-ol,Not determined
1-Phenylethan-1-ol,Not determined
1-Phenylethoxy-1-propoxy ethane,Not determined
1-Phenylethoxy-1-propoxy ethane,Not determined
1-Phenylethylmercaptan,Not determined
1-Phenylethylmercaptan,Not determined
1-Phenylethylmercaptan,Negative
1-Phenylpentan-2-ol,Not determined
"1-Phenylpropan-1,2-dione",Not determined
1-Phenylpropan-1-ol,Not determined
1-Phenylpropan-1-one,Not determined
1-Phenylpropan-2-one,Not determined
1-Phenylpropan-2-one,Not determined
1-Phenylpropan-2-one,Not determined
1-Phenylpropyl butyrate,Not determined
1-Phenylpropyl butyrate,Negative
1-Propane-1-thiol,No data
"1-Propyl-1-[2-(2,4,6 trichlorophenoxy)ethyl]urea",Negative
1-Pyrroline,Not determined
1-Pyrroline,Negative
1-Pyrroline,Not determined
"1R,2S,5R-isopulegone",Not determined
"1R,2S,5R-isopulegone",Negative
"1R,2S,5R-isopulegone",No data
"1R,2S,5R-isopulegyl acetate",Not determined
"1R,2S,5R-isopulegyl acetate",Negative
"1R,4R,6R,10S-betacaryophyllene epoxide",Not determined
"1R,4R,6R,10S-betacaryophyllene epoxide",Ambiguous
"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-2-hydroxy-3-(1H-1,2,4-triazol-1-yl)propyl acetate",No data
"2-(1-Chlorocyclopropyl)1-(2-chlorophenyl)-3-(1,2,4-triazol-1-yl)-propan-2-ol",Negative
"2-(1-Chlorocyclopropyl)-1-(2-chlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propane-1,2-diol",Negative
"2-(1-Chlorocyclopropyl)-3-(2-chlorophenyl)propane-1,2-diol",Negative
2-(1-Naphthyl)acetamide,Negative
2-(1-Naphthyl)acetamide,Negative
2-(1-Napthyl)acetamide formulation (Amid-Thin W (Amvac)),No data
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",Not determined
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",Not determined
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",Not determined
"2-(2,2,3-Trimethylcyclopent-3-enyl)ethan-1-ol",No data
"2-(2,2-Difluoroethoxy)-N-(1H-1,2,4-triazol-3-yl)-6-(trifluoromethyl)benzenesulfonamide",Negative
"2-(2,2-Difluoroethoxy)-N-(5-hydroxy-8-methoxy[1,2,4]triazolo[1,5-c]pyrimidin-2-yl)-6-(trifluoromethyl)benzenesulfonamide",Negative
"2-(2,4-Dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propan-1-ol",Negative
"2-(2,4-Dichlorophenyl)-3-(1H-1,2,4-triazol-1-yl)propanoic acid",Negative
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,Negative
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,Not determined
2-(2-Methylprop-1-enyl)-4-methyltetrahydropyran,No data
2-(2-Oxotetradecanoyl) benzoic acid,Negative
"2-(3,5-dichlorophenyl)-4,4-dimethyl-5-methylene-4,5-dihydro-1,3-oxazole",Not determined
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",Not determined
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",Not determined
"2-(3,7-Dimethyl-2,6-octadienyl) cyclopentanone",Negative
2-(3-Phenylpropyl)pyridine,Negative
2-(3-Phenylpropyl)pyridine,Not determined
2-(3-Phenylpropyl)pyridine,Negative
2-(3-Phenylpropyl)pyridine,Not determined
2-(3-Phenylpropyl)tetrahydrofuran,Not determined
2-(3-Phenylpropyl)tetrahydrofuran,Not determined
2-(4-Hydroxyphenyl)ethan-1-ol,Not determined
2-(4-Hydroxyphenyl)ethan-1-ol,Negative
2-(4-Hydroxyphenyl)ethylamine,Not determined
2-(4-Hydroxyphenyl)ethylamine,Not determined
2-(4-Hydroxyphenyl)ethylamine,Not determined
2-(4-Methoxyphenoxy)propionic acid,Not determined
2-(4-Methoxyphenoxy)propionic acid,Not determined
2-(4-Methoxyphenoxy)propionic acid,Not determined
2-(4-Methoxyphenoxy)propionic acid,Not determined
2-(4-methylphenoxy)-N-1H-pyrazol-3-yl-N-(thiophen-2-ylmethyl)acetamide,Negative
2-(4-Methylphenyl)propan-2-ol,Negative
2-(4-Methylphenyl)propan-2-ol,No data
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",Not determined
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",Negative
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",Not determined
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",Not determined
"2-(6,6-Dimethylbicyclo[3.1.1]hept-2-en-2-yl)ethan-1-ol",No data
2-(Ethoxymethyl)phenol,Not determined
2-(l-Menthoxy)ethanol,Not determined
2-(l-Menthoxy)ethanol,Not determined
2-(l-Menthoxy)ethanol,Not determined
2-(l-Menthoxy)ethanol,Not determined
2-(Methylthio)ethan-1-ol,Not determined
2-(Methylthio)ethan-1-ol,Not determined
2-(Methylthio)ethan-1-ol,Not determined
2-(Methylthio)ethan-1-ol,Not determined
2-(Methylthio)ethan-1-ol,Not determined
2-(Methylthio)propionic acid,Not determined
2-(Methylthio)propionic acid,Not determined
2-(Methylthio)propionic acid,Not determined
2-(Methylthio)propionic acid,Not determined
2-(Methylthio)propionic acid,Not determined
2-(Methylthiomethyl)-3-phenylpropenal,No data
2-(Methylthiomethyl)-3-phenylpropenal,No data
2-(Methylthiomethyl)but-2-enal,Negative
2-(Methylthiomethyl)but-2-enal,Negative
2-(p-Tolyl)propionaldehyde,Not determined
2-(sec-Butyl)-3-methoxypyrazine,Negative
2-(sec-Butyl)-3-methoxypyrazine,Negative
2-(sec-Butyl)-3-methoxypyrazine,Not determined
"2-(sec-Butyl)-4,5-dimethyl-3-thiazoline",Ambiguous
"2-(sec-Butyl)-4,5-dimethyl-3-thiazoline",Ambiguous
2-(sec-Butyl)cyclohexanone,Not determined
2-(sec-Butyl)cyclohexanone,Not determined
2-(sec-Butyl)cyclohexanone,Negative
2-(sec-Butyl)thiazole,Not determined
2-(sec-Butyl)thiazole,Not determined
2-(Trifluoromethyl) benzamide,Negative
2-(Trifluoromethyl) benzamide,Ambiguous
"2,2'-(1,4-Phenylene)bis[4H-3,1-benzoxazin-4-one]",Negative
"2,2',4,4',5,5'-Hexabromobiphenyl",Negative
"2,2',4,4',5,5'-Hexabromodiphenyl ether",No data
"2,2',4,4',5-Pentabromodiphenyl ether",Positive
"2,2,4,4-Tetrabromodiphenyl ether",Positive
"2,2,4,4-Tetramethylcyclobutane-1,3-diol",Negative
"2,2,4,4-Tetramethylcyclobutane-1,3-diol",Negative
"2,2,4-Trimethyl-1,3-dioxolane",Not determined
"2,2,4-Trimethyl-1,3-pentanediol diisobutyrate",Negative
"2,2,6-Trimethylcyclohexanone",Not determined
"2,2,6-Trimethylcyclohexanone",Not determined
"2,2,6-Trimethylcyclohexanone",Negative
"2,2-Bis(4-hydroxyphenyl)propane",Negative
"2,2-Bis(4-hydroxyphenyl)propane",No data
"2,2-Bis(4-hydroxyphenyl)propane",No data
"2,2-Bis(4-hydroxyphenyl)propane",Ambiguous
"2,2-Bis(4-hydroxyphenyl)propane",No data
"2,2-Bis(4-hydroxyphenyl)propane bis(2,3-epoxypropyl)ether",Negative
"2,2-Bis(4-hydroxyphenyl)propane bis(2,3-epoxypropyl)ether hydrochlorination products",Negative
"2,2-Bis(4-hydroxyphenyl)propane bis(2,3-epoxypropyl)ether hydrolysis products",Negative
"2,2-Dimethyl-5-(1-methylprop-1-enyl)tetrahydrofuran",Not determined
"2,2-Dimethyl-5-(1-methylprop-1-enyl)tetrahydrofuran",Not determined
"2,2-Dimethylhexane",Not determined
"2,2-Dimethylhexane",Not determined
"2,2-Dimethylhexane",Not determined
"2,2-Dimethylhexane",Not determined
"2,2'-Methylenebis(4,6-di-tert-butylphenyl) lithium phosphate",Negative
"2-,3- and 10-Mercaptopinane",Not determined
"2-,3- and 10-Mercaptopinane",Not determined
"2-,3- and 10-Mercaptopinane",Not determined
"2-,3- and 10-Mercaptopinane",No data
"2-,3- and 10-Mercaptopinane",No data
"2,3,3,4,4,5,5-heptafluoro-1-pentene",Negative
"2,3,4,6,7,8-HxCDF",No data
"2,3,4,6-Tetrachloro-5-cyanobenzamide",Not determined
"2,3,4,7,8-PeCDF",No data
"2,3,4-Trimethyl-3-pentanol",Not determined
"2,3,4-Trimethyl-3-pentanol",Not determined
"2,3,5,6-Tetramethylpyrazine",Negative
"2,3,5,6-Tetramethylpyrazine",Negative
"2,3,5,6-Tetramethylpyrazine",Not determined
"2,3,5-Trimethylpyrazine",Negative
"2,3,5-Trimethylpyrazine",Negative
"2,3,5-Trimethylpyrazine",Not determined
"2,3,5-Trithiahexane",Not determined
"2,3,5-Trithiahexane",Not determined
"2,3,5-Trithiahexane",Not determined
"2,3,5-Trithiahexane",Not determined
"2,3,5-Trithiahexane",Not determined
"2,3,6-trichloro-5-cyano-4-hydroxybenzamide",Negative
"2,3,6-Trimethylphenol",Not determined
"2,3,6-Trimethylphenol",Negative
"2,3,7,8-TCDD",No data
"2,3,7,8-TCDD",No data
"2,3,7,8-TCDD",Not determined
"2,3,7,8-TCDF",No data
"2,3-Diethyl-5-methylpyrazine",Negative
"2,3-Diethyl-5-methylpyrazine",Negative
"2,3-Diethyl-5-methylpyrazine",Not determined
"2,3-Diethylpyrazine",Negative
"2,3-Diethylpyrazine",Negative
"2,3-Diethylpyrazine",Not determined
"2,3-Dihydrofarnesene",Not determined
"2,3-Dihydrofarnesene",Not determined
"2,3-Dihydrofarnesene",Not determined
"2,3-Dihydroxy-ciguatoxin 3C",No data
"2,3-Dimethylbenzofuran",Not determined
"2,3-Dimethylbenzofuran",Not determined
"2,3-Dimethylbenzofuran",Negative
"2,3-Dimethylphenol",Not determined
"2,3-Dimethylphenol",Not determined
"2,3-Dimethylpyrazine",Negative
"2,3-Dimethylpyrazine",Negative
"2,3-Dimethylpyrazine",Not determined
